Sample #,Date Collected,Sampling Time,Time Of Low Tide,Julian Day,Site Code,Site Name,Site Latitude,Site Longitude,Air Temperature,Surface Water Temperature,Water Temperature At -3 Feet,Salinity,Chlorophyll,Oyster Tissue Temperature,"Total Vibrio Parahaemolyticus, Water","Tdh+ Vibrio Parahaemolyticus, Water","Total Vibrio Parahaemolyticus, Net Tow","Tdh+ Vibrio Parahaemolyticus, Net Tow","Total Vibrio Parahemolyticus, Oyster","Tdh+ Vibrio Parahaemolyticus, Oyster",Record Number,Accessed Date,Source Url,Preferred Citation
133,2007-07-25 00:00:00,2007-07-25 08:47:00,2007-07-25 08:39:00,206,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,15.5,18.3,17.1,27,1.765,20.4,0,0,.56,0,430,.092,Row 394 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
136,2007-07-25 00:00:00,2007-07-25 09:35:00,2007-07-25 08:39:00,206,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,15.2,18.1,18,23,2.463,19.5,0,0,0,0,430,0,Row 395 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
131,2007-07-25 00:00:00,2007-07-25 08:50:00,2007-07-25 08:35:00,206,MCHC056,Hoodsport,47.39555,-123.1438,16.5,15.8,14.5,15,2.952,20.4,0,.08,.29,0,38,0,Row 396 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
135,2007-07-26 00:00:00,2007-07-26 05:50:00,2007-07-26 05:28:00,207,GHGH000,Grays Habor,46.96043,-124.03574,14.2,18.2,18.1,15,3.842,14.2,0,0,.4,0,23,.43,Row 397 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
134,2007-07-26 00:00:00,2007-07-26 09:30:00,2007-07-26 09:16:00,207,KPHC012,Misery point,47.65506,-122.82842,16.8,17.3,16.8,26,1.766,17.2,0,0,0,0,93,.75,Row 398 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
132,2007-07-26 00:00:00,2007-07-26 10:12:00,2007-07-26 08:39:00,207,MCHC014,"Belfair park, Hood canal",47.42855,-122.87437,19.2,19.1,18.9,27,.931,22.6,0,0,3.65,0,4600,0,Row 399 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
137,2007-07-26 00:00:00,2007-07-26 06:39:00,2007-07-26 05:50:00,207,PAWB002,Nahcotta,46.45461,-124.00977,12.3,17.1,17.1,30,4.29,14.5,0,0,0,0,23,.036,Row 400 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
145,2007-07-29 00:00:00,2007-07-29 13:50:00,2007-07-29 13:20:00,210,MCHI018,Hammersley Inlet,47.20665,-123.01017,20.6,19.8,19.5,25,8.362,27.8,.07,0,.3,0,4500,.43,Row 401 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
143,2007-07-29 00:00:00,2007-07-29 14:40:00,2007-07-29 13:20:00,210,MCSS013,Oakland Bay,47.22503,-123.0373,20.2,23.4,21.5,20,10.95,28.2,.26,0,1.18,0,230,0,Row 402 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
140,2007-07-29 00:00:00,2007-07-29 13:15:00,2007-07-29 12:20:00,210,MCSS018,Totten Inlet,47.143,-123.06354,31,20.8,21.6,25,3.615,28.3,9.78,0,13.2,0,750,0,Row 403 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
142,2007-07-29 00:00:00,2007-07-29 12:00:00,2007-07-29 12:11:00,210,TCSS0E0,Eld Inlet,47.11399,-122.94886,22.1,20.6,18.6,26,3.062,25.3,1.27,0,21.7,0,640,.036,Row 404 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
141,2007-07-29 00:00:00,2007-07-29 12:35:00,2007-07-29 12:20:00,210,TCSS0T2,South Totten Inlet,47.11496,-123.02234,18.2,19.7,17.6,29,19.86,22.9,1,0,3.79,0,2300,.93,Row 405 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
148,2007-07-30 00:00:00,2007-07-30 18:20:00,2007-07-30 11:53:00,211,JCHC021,Duckabush,47.64711,-122.92964,18.5,20.5,20.5,15,2.321,,.03,0,2.07,0,,,Row 406 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
138,2007-07-30 00:00:00,2007-07-30 13:10:00,2007-07-30 11:58:00,211,MCHC004,"Mike's beach, Hood canal",47.55801,-123.02454,25.5,20.7,21,25,4.761,27,.33,0,.2,0,2400,.03,Row 407 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
144,2007-07-30 00:00:00,2007-07-30 13:50:00,2007-07-30 11:58:00,211,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,21.5,18.2,13.2,0,.237,29.6,0,0,0,0,93,0,Row 408 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
146,2007-07-30 00:00:00,2007-07-30 11:55:00,2007-07-30 12:02:00,211,MCHC007,"Potlatch, Hood canal",47.36011,-123.15604,17.7,18.6,17.3,19,17.864,26.8,1.92,0,.34,.05,9.3,0,Row 409 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
139,2007-07-30 00:00:00,2007-07-30 12:25:00,2007-07-30 11:58:00,211,MCHC056,Hoodsport,47.39555,-123.1438,24.9,18,17.5,20,1.282,33.1,.99,0,.11,0,430,0,Row 410 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
150,2007-07-31 00:00:00,2007-07-31 12:15:00,2007-07-31 12:29:00,212,JCHC011,Quilcene Bay,47.78746,-122.85935,25,19.7,17.8,26,3.192,26.6,1.08,0,.19,0,150,.43,Row 411 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
149,2007-07-31 00:00:00,2007-07-31 13:40:00,2007-07-31 12:31:00,212,JCHC021,Duckabush,47.64711,-122.92964,26.9,22.4,22,20,2.67,29.5,2.38,0,4.9,0,230,.23,Row 412 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
151,2007-07-31 00:00:00,2007-07-31 15:25:00,2007-07-31 13:29:00,212,MCSS008,"Case Inlet, North North Bay",47.40244,-122.82406,29.8,19.8,19.6,25,4.311,25.9,.49,0,.15,0,230,.23,Row 413 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
147,2007-07-31 00:00:00,2007-07-31 13:26:00,2007-07-31 12:08:00,212,SKSB009,Samish Bay,48.58865,-122.48548,18,21.5,21.5,34,2.401,23.5,.18,0,.41,0,.36,0,Row 414 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
153,2007-08-01 00:00:00,2007-08-01 09:20:00,2007-08-01 09:38:00,213,GHGH000,Grays Habor,46.96043,-124.03574,17.2,19.5,19.3,22,1.987,21.4,1.31,0,.4,0,43,.23,Row 415 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
152,2007-08-01 00:00:00,2007-08-01 13:25:00,2007-08-01 13:10:00,213,KPHC012,Misery point,47.65506,-122.82842,28.4,21.2,18.3,24,3.03,33.6,.08,.03,.1,0,930,4.3,Row 416 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
156,2007-08-01 00:00:00,2007-08-01 15:40:00,2007-08-01 13:19:00,213,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,29.9,20.4,20.3,20,6.319,36.2,13.3,0,2.81,0,11000,.03,Row 417 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
155,2007-08-01 00:00:00,2007-08-01 14:44:00,2007-08-01 13:19:00,213,MCHC014,"Belfair park, Hood canal",47.42855,-122.87437,29.2,23.4,23.3,22,.459,32.2,0,0,0,0,750,0,Row 418 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
157,2007-08-01 00:00:00,2007-08-01 13:30:00,2007-08-01 13:19:00,213,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,21.5,19.5,19.5,22,2.304,31.2,27.1,0,4.24,0,46000,.092,Row 419 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
154,2007-08-02 00:00:00,2007-08-02 09:30:00,2007-08-02 10:38:00,214,PAWB002,Nahcotta,46.45461,-124.00977,15.9,18.8,18.7,26,6.681,16.3,0,0,0,0,43,.23,Row 420 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
158,2007-08-06 00:00:00,2007-08-06 08:24:00,2007-08-06 07:43:00,218,MCHI018,Hammersley Inlet,47.20665,-123.01017,15.3,17.3,17.1,30,3.864,15.4,0,0,1460,1310,230,.029,Row 421 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
161,2007-08-06 00:00:00,2007-08-06 09:02:00,2007-08-06 07:43:00,218,MCSS013,Oakland Bay,47.22503,-123.0373,14.4,17.7,17.5,30,4.663,16.3,0,0,2370,2260,150,0,Row 422 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
159,2007-08-06 00:00:00,2007-08-06 07:54:00,2007-08-06 06:43:00,218,MCSS018,Totten Inlet,47.143,-123.06354,16.6,16.5,16.4,29,1.186,15.1,0,0,1010,676,1200,1.5,Row 423 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
160,2007-08-06 00:00:00,2007-08-06 06:54:00,2007-08-06 06:34:00,218,TCSS0E0,Eld Inlet,47.11399,-122.94886,17.5,17.9,17.9,29,3.314,15.3,0,0,6870,9360,930,0,Row 424 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
162,2007-08-06 00:00:00,2007-08-06 07:24:00,2007-08-06 06:43:00,218,TCSS0T2,South Totten Inlet,47.11496,-123.02234,14.8,16.9,16.9,32,4.614,14.8,0,0,1090,703,930,.93,Row 425 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
164,2007-08-07 00:00:00,2007-08-07 08:45:00,2007-08-07 06:43:00,219,JCHC021,Duckabush,47.64711,-122.92964,14.5,15.4,15.1,24,.893,15.1,0,0,1620,1380,230,.036,Row 426 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
169,2007-08-07 00:00:00,2007-08-07 07:49:00,2007-08-07 06:43:00,219,KPHC012,Misery point,47.65506,-122.82842,16.4,18.9,18.9,25,2.095,16.5,0,0,,,430,.036,Row 427 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
163,2007-08-07 00:00:00,2007-08-07 07:53:00,2007-08-07 06:48:00,219,MCHC004,"Mike's beach, Hood canal",47.55801,-123.02454,13.4,15.7,15.5,28,1.185,15.4,0,0,1860,1000,750,.092,Row 428 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
